    1.96762e+01     6.14093e+01     9.00000e-01     9.85699e+00   |   -4.66894e+01     1.05469e+00     2.66822e+03     5.77919e+01     1.04383e+01     1.65116e+00
    1.98046e+01     6.15050e+01     9.00000e-01     6.23351e+00   |   -4.69513e+01     4.56930e-01     2.66822e+03     5.91731e+01     1.01534e+01     3.29509e+00
    1.97835e+01     6.02411e+01     9.00000e-01     6.95386e+00   |   -4.78311e+01     1.56905e+00     2.66822e+03     5.81774e+01     1.02963e+01     3.05535e-01
    2.01335e+01     5.76242e+01     9.00000e-01     9.52892e+00   |   -4.52632e+01     2.10058e+00     2.66822e+03     5.70952e+01     1.06596e+01     2.98945e+00
    2.04497e+01     5.82282e+01     9.00000e-01     6.94034e+00   |   -4.83042e+01     1.33537e+00     2.66822e+03     5.87717e+01     1.01413e+01     3.28148e+00
    1.99563e+01     5.99355e+01     9.00000e-01     9.10991e+00   |   -4.77534e+01     1.28913e+00     2.66822e+03     5.84994e+01     1.02311e+01     6.28404e-01
    1.97245e+01     5.84483e+01     9.00000e-01     6.06628e+00   |   -4.78538e+01     1.55379e+00     2.66822e+03     6.02639e+01     9.93875e+00     8.25426e-01
    2.00976e+01     5.98938e+01     9.00000e-01     2.76008e+00   |   -4.76877e+01     3.91182e+00     2.66822e+03     5.97650e+01     1.00789e+01     1.09862e+01
    2.03186e+01     6.03342e+01     9.00000e-01     2.44601e+00   |   -4.94280e+01     6.52724e-01     2.66822e+03     5.72050e+01     1.02928e+01     4.63594e+00
    1.98939e+01     6.10837e+01     9.00000e-01     7.80960e+00   |   -4.73306e+01    -6.25062e-02     2.66822e+03     6.17082e+01     9.72092e+00     1.00347e+01
    2.04084e+01     5.80874e+01     9.00000e-01     8.48862e+00   |   -4.73111e+01     8.71319e-01     2.66822e+03     5.58155e+01     1.07045e+01     1.82132e+00
    1.99879e+01     5.97418e+01     9.00000e-01     9.85978e-01   |   -4.78806e+01     7.83551e-01     2.66822e+03     5.66695e+01     1.05268e+01     2.07561e+00
    1.96890e+01     6.02354e+01     9.00000e-01     3.40521e+00   |   -4.73311e+01     1.13022e+00     2.66822e+03     6.23282e+01     9.68031e+00     5.29345e+00
    1.95991e+01     6.12918e+01     9.00000e-01     8.15541e+00   |   -4.65242e+01     3.26264e+00     2.66822e+03     5.66456e+01     1.07154e+01     7.73641e+00
    2.00684e+01     5.86281e+01     9.00000e-01     5.45361e+00   |   -4.71221e+01     3.43250e+00     2.66822e+03     5.98896e+01     1.00386e+01     1.76934e+01
    2.01026e+01     5.98831e+01     9.00000e-01     3.95280e+01   |   -4.69493e+01     3.32343e+00     2.66822e+03     5.96258e+01     1.01395e+01     7.29744e+00
    2.04130e+01     5.90905e+01     9.00000e-01     2.75942e+01   |   -4.56543e+01     3.59408e+00     2.66822e+03     6.04760e+01     1.00814e+01     1.03332e+01
    1.99322e+01     6.05281e+01     9.00000e-01     1.33717e+01   |   -4.68186e+01     3.72624e+00     2.66822e+03     6.30467e+01     9.62736e+00     1.11999e+01
    1.98044e+01     6.07294e+01     9.00000e-01     1.17894e+00   |   -4.47470e+01     3.05587e+00     2.66822e+03     6.19720e+01     9.92297e+00     1.14042e+01
    2.05246e+01     5.78153e+01     9.00000e-01     3.74737e+00   |   -4.67731e+01     1.69207e+00     2.66822e+03     6.17118e+01     9.77180e+00     2.64185e-01
    2.08537e+01     5.70958e+01     9.00000e-01     1.47390e+00   |   -4.83389e+01     2.99670e-01     2.66822e+03     6.00302e+01     9.85580e+00     6.75703e+00
    2.01656e+01     5.98898e+01     9.00000e-01     8.96397e+00   |   -4.60772e+01     8.70114e-01     2.66822e+03     6.32127e+01     9.58232e+00     2.35773e+00
    2.04239e+01     5.76821e+01     9.00000e-01     1.01667e+01   |   -4.62728e+01    -6.25719e-02     2.66822e+03     5.85716e+01     1.02830e+01     9.81184e+00
    2.04185e+01     5.90554e+01     9.00000e-01     2.99467e+01   |   -4.68039e+01     2.25703e+00     2.66822e+03     6.12190e+01     9.88070e+00     3.41184e-01
    1.96094e+01     6.07632e+01     9.00000e-01     1.86154e+00   |   -4.65355e+01     2.62268e+00     2.66822e+03     5.81535e+01     1.04463e+01     9.64819e-01
    1.99610e+01     6.13472e+01     9.00000e-01     1.73148e+00   |   -4.80370e+01     1.31706e+00     2.66822e+03     5.56379e+01     1.06871e+01     4.61104e-02
    2.01641e+01     6.12573e+01     9.00000e-01     4.76260e+00   |   -4.73260e+01     2.20358e+00     2.66822e+03     6.00872e+01     9.99620e+00     8.69768e-01
    2.00625e+01     6.06962e+01     9.00000e-01     7.07001e+00   |   -4.73324e+01     1.25358e+00     2.66822e+03     5.89766e+01     1.01723e+01     9.14543e-01
    2.03813e+01     5.68583e+01     9.00000e-01     1.69621e+00   |   -4.71237e+01     3.47572e+00     2.66822e+03     5.55809e+01     1.08280e+01     9.85581e+00
    2.03277e+01     5.91790e+01     9.00000e-01     4.55380e+00   |   -4.71067e+01     1.74451e+00     2.66822e+03     6.01862e+01     9.98233e+00     6.44602e-02
    2.03238e+01     5.86226e+01     9.00000e-01     1.02205e+01   |   -4.76058e+01     1.41893e+00     2.66822e+03     6.16795e+01     9.74349e+00     1.97069e+00
    2.03669e+01     5.95169e+01     9.00000e-01     1.50328e+00   |   -4.79748e+01     2.55510e+00     2.66822e+03     6.43150e+01     9.34641e+00     1.36861e+00
    1.97865e+01     6.05987e+01     9.00000e-01     4.10417e-01   |   -4.82630e+01     1.72218e+00     2.66822e+03     5.74175e+01     1.03805e+01     2.00786e-01
    2.02309e+01     5.88630e+01     9.00000e-01     1.67042e+01   |   -4.55984e+01     1.75693e+00     2.66822e+03     6.19972e+01     9.85466e+00     2.71279e+00
    1.98923e+01     5.99154e+01     9.00000e-01     1.09360e+01   |   -4.68474e+01     1.38227e+00     2.66822e+03     5.96227e+01     1.01310e+01     1.09407e+00
