    1.99975e+01     6.10845e+01     9.00000e-01     2.34637e+00   |   -2.28710e+01     5.58596e+00     2.66822e+03     5.99889e+01     1.00622e+02     2.91128e+01
    1.93739e+01     6.33228e+01     9.00000e-01     9.23722e+00   |   -5.27474e+01    -5.10531e+00     2.66822e+03     6.36592e+01     6.39417e+01     5.34616e+01
    1.97562e+01     6.04254e+01     9.00000e-01     4.85192e-01   |   -2.35683e+01    -1.49918e+01     2.66822e+03     5.88810e+01     1.28696e+02     4.70423e+01
    1.97862e+01     5.99520e+01     9.00000e-01     6.70380e+00   |    4.94907e+01     2.47613e+01     2.66822e+03     6.88183e+01     7.60009e+01     1.84487e+01
    1.96540e+01     6.11269e+01     9.00000e-01     6.35728e+00   |   -1.75615e+02    -1.01421e+02     2.66822e+03     5.87779e+01     5.38850e+02     1.33998e+01
    2.01765e+01     5.98222e+01     9.00000e-01     1.52229e+01   |   -4.14958e+01    -9.25353e+00     2.66822e+03     6.10159e+01     9.41944e+01     8.19798e+01
    1.97075e+01     6.07674e+01     9.00000e-01     5.15695e+00   |   -3.83912e+01     1.59032e+01     2.66822e+03     6.14540e+01     7.24204e+01     6.93558e+00
    1.95912e+01     6.06137e+01     9.00000e-01     6.48394e+00   |   -5.97966e+01    -1.64094e+00     2.66822e+03     6.68295e+01     4.83089e+01     8.17756e+00
    1.95182e+01     6.13367e+01     9.00000e-01     1.52495e+01   |   -4.91775e+01     2.07988e+01     2.66822e+03     5.89793e+01     1.15068e+02     2.17809e+01
    2.06227e+01     5.91478e+01     9.00000e-01     1.97399e+01   |    2.99085e+01     3.74365e+01     2.66822e+03     6.10790e+01     1.30334e+02     1.92982e+01
    1.98214e+01     6.16419e+01     9.00000e-01     7.58448e+00   |   -8.83152e+01    -4.27835e+01     2.66822e+03     5.73964e+01     2.56776e+02     5.54219e+00
    2.00337e+01     5.93761e+01     9.00000e-01     3.39656e+00   |   -2.80527e+02    -2.06114e+02     2.66822e+03     5.56098e+01     7.92392e+02     7.06752e+00
    2.00729e+01     5.90611e+01     9.00000e-01     2.20006e+01   |   -2.57973e+01     1.47214e+01     2.66822e+03     6.00102e+01     8.75046e+01     1.01586e+01
    1.96441e+01     6.06774e+01     9.00000e-01     9.21845e+00   |   -3.15029e+01    -1.18792e+01     2.66822e+03     5.60284e+01     1.49221e+02     2.35311e-01
    2.02303e+01     5.87757e+01     9.00000e-01     3.12163e-01   |   -3.89233e+01     1.45361e+00     2.66822e+03     5.97929e+01     8.66957e+01     1.48403e+01
    2.02444e+01     5.93700e+01     9.00000e-01     9.18469e+00   |    1.97715e+01     4.45670e+00     2.66822e+03     6.75875e+01     6.84102e+01     4.27258e+00
    2.04364e+01     5.84796e+01     9.00000e-01     6.17352e+00   |   -7.80289e+01     7.95096e+00     2.66822e+03     6.30262e+01     7.66540e+01     3.85047e+00
    2.00237e+01     5.96227e+01     9.00000e-01     6.23141e+00   |   -7.89999e+01     8.18301e+00     2.66822e+03     6.63737e+01     5.97042e+01     7.67356e+00
    2.07710e+01     5.79561e+01     9.00000e-01     3.78905e+00   |   -2.46421e+01    -6.17335e+00     2.66822e+03     6.02311e+01     1.02340e+02     1.00385e+01
    2.02831e+01     5.75101e+01     9.00000e-01     1.15294e+01   |   -5.80060e+01     1.90264e+00     2.66822e+03     6.50744e+01     6.59038e+01     1.62947e+01
    1.99083e+01     6.13932e+01     9.00000e-01     1.22170e+01   |   -7.42485e+01     9.91315e+00     2.66822e+03     6.07949e+01     1.04335e+02     9.92690e+00
    2.04174e+01     5.85920e+01     9.00000e-01     1.63374e+00   |   -1.31373e+01     1.71888e+01     2.66822e+03     6.12312e+01     8.85145e+01     1.12782e+01
    1.96431e+01     6.02251e+01     9.00000e-01     1.90666e+01   |   -6.32327e+01    -4.06651e+00     2.66822e+03     5.86416e+01     1.12893e+02     9.70509e+00
    1.94525e+01     6.16916e+01     9.00000e-01     4.15454e+00   |   -4.88660e+01    -2.73734e+00     2.66822e+03     6.47245e+01     5.91585e+01     2.73243e+00
    2.00749e+01     5.78661e+01     9.00000e-01     1.73814e+00   |   -5.37394e+01     1.35632e+01     2.66822e+03     6.28102e+01     7.58459e+01     7.90447e+01
    1.95996e+01     6.20208e+01     9.00000e-01     8.85290e-01   |   -4.15367e+01     2.81550e+00     2.66822e+03     6.26048e+01     9.07317e+01     4.67500e+00
    2.06687e+01     5.75559e+01     9.00000e-01     4.23564e+00   |   -5.73576e+01    -6.31073e+00     2.66822e+03     6.02136e+01     8.83102e+01     1.11388e+01
    1.97058e+01     6.06432e+01     9.00000e-01     8.98473e+00   |   -1.03122e+01     1.20265e+01     2.66822e+03     6.59278e+01     6.94904e+01     5.01327e+01
    1.99402e+01     5.91450e+01     9.00000e-01     9.92994e+00   |   -4.37143e+01     2.68298e+00     2.66822e+03     6.04294e+01     8.30074e+01     2.42960e+01
    2.00023e+01     6.02585e+01     9.00000e-01     2.32604e+00   |   -8.66391e+01     1.28715e+01     2.66822e+03     6.13221e+01     9.67713e+01     1.14035e+01
    1.97002e+01     6.08937e+01     9.00000e-01     4.24199e+00   |   -1.14879e+02     7.75537e+01     2.66822e+03     5.54354e+01     3.28493e+02     2.29291e+01
    1.98890e+01     6.16151e+01     9.00000e-01     7.88605e+00   |   -4.58352e+01    -2.94663e+00     2.66822e+03     5.92540e+01     9.30995e+01     1.95898e+00
    2.04279e+01     5.92334e+01     9.00000e-01     1.16429e+01   |   -7.73509e+01    -1.83180e+01     2.66822e+03     6.41620e+01     8.53513e+01     8.35777e+00
    2.05891e+01     5.83855e+01     9.00000e-01     1.12018e+01   |   -7.16236e+01     9.12025e+00     2.66822e+03     6.48122e+01     6.53062e+01     5.06411e+00
    1.94019e+01     6.22374e+01     9.00000e-01     7.36639e+00   |   -6.19861e+01     7.67220e+00     2.66822e+03     6.02985e+01     9.55158e+01     5.67386e+01
    2.06956e+01     5.60693e+01     9.00000e-01     2.01061e+01   |   -2.52362e+01    -1.37305e+01     2.66822e+03     5.86148e+01     1.17599e+02     1.06952e+01
    1.99143e+01     5.97301e+01     9.00000e-01     5.66357e+00   |   -5.25879e+01    -4.10948e+00     2.66822e+03     5.64578e+01     1.38893e+02     1.02543e+01
    1.98989e+01     6.04142e+01     9.00000e-01     1.25024e+01   |    1.36532e+01     6.31965e+00     2.66822e+03     6.30460e+01     9.09486e+01     3.56145e+01
    1.97380e+01     5.96955e+01     9.00000e-01     9.72732e+00   |   -6.07848e+01     1.59802e+01     2.66822e+03     6.62250e+01     5.68531e+01     5.79232e+00
    1.95976e+01     6.27022e+01     9.00000e-01     1.25866e+01   |   -8.84681e+01    -4.78764e+00     2.66822e+03     6.48326e+01     6.81392e+01     2.89426e+01
    1.94091e+01     6.25980e+01     9.00000e-01     2.30225e+00   |   -5.63192e+01    -1.64959e+01     2.66822e+03     6.03093e+01     1.00549e+02     2.23596e+01
    2.02667e+01     5.86967e+01     9.00000e-01     2.47142e+00   |   -6.72475e+01    -1.52734e+01     2.66822e+03     5.49206e+01     1.67316e+02     2.39848e-01
    2.01290e+01     5.99128e+01     9.00000e-01     1.79182e+00   |   -6.49108e+01     3.36547e+01     2.66822e+03     5.85710e+01     1.20301e+02     1.57834e+01
    1.98000e+01     6.06181e+01     9.00000e-01     7.64244e+00   |   -7.97134e+01    -5.35008e+01     2.66822e+03     5.66082e+01     2.13164e+02     1.69375e+01
    2.01527e+01     6.05203e+01     9.00000e-01     1.13774e+01   |   -4.59231e+01     9.78275e+00     2.66822e+03     6.23754e+01     7.72264e+01     1.40189e+01
    1.97591e+01     6.10638e+01     9.00000e-01     4.19111e+00   |   -4.66625e+01    -7.00379e-01     2.66822e+03     6.34698e+01     5.90235e+01     1.04737e+01
    2.01146e+01     5.80371e+01     9.00000e-01     7.59553e-01   |    5.18150e+01    -2.40183e+00     2.66822e+03     7.57635e+01     4.36802e+01     4.11062e+01
    1.97393e+01     6.01717e+01     9.00000e-01     1.25288e+01   |   -5.08052e+01     6.02888e+00     2.66822e+03     6.40279e+01     7.38959e+01     1.00105e+01
    2.03355e+01     5.83695e+01     9.00000e-01     6.23685e+00   |    1.88962e+01     2.36598e+00     2.66822e+03     6.54268e+01     6.66897e+01     1.61748e+00
    2.05495e+01     5.93520e+01     9.00000e-01     4.71539e+00   |   -4.53563e+01     3.01485e+00     2.66822e+03     6.46082e+01     6.36641e+01     4.37263e-01
    2.00010e+01     5.92374e+01     9.00000e-01     1.67428e+01   |   -5.53078e+01    -1.93408e+01     2.66822e+03     5.60139e+01     1.83684e+02     2.20204e+00
    1.97285e+01     6.13383e+01     9.00000e-01     8.53180e+00   |   -7.46281e-01     1.28146e+01     2.66822e+03     5.92912e+01     9.51012e+01     4.46358e+01
    2.01184e+01     6.22680e+01     9.00000e-01     9.40617e+00   |   -7.32722e+01     1.02233e+01     2.66822e+03     6.47901e+01     6.91227e+01     4.91768e+00
    1.97699e+01     6.10114e+01     9.00000e-01     1.87287e+00   |    1.26838e+01     1.37058e+01     2.66822e+03     6.90239e+01     5.90001e+01     3.63535e-01
    1.94769e+01     6.15424e+01     9.00000e-01     3.82395e+00   |    9.50746e+01     1.83166e+01     2.66822e+03     6.34826e+01     1.50260e+02     1.91578e+01
    2.00790e+01     5.88675e+01     9.00000e-01     1.10708e+00   |   -4.38346e+01     9.41433e+00     2.66822e+03     6.23714e+01     7.82653e+01     3.25250e+00
    1.99548e+01     6.09918e+01     9.00000e-01     1.78910e+00   |   -7.63933e+01     5.32919e+00     2.66822e+03     5.47962e+01     2.85657e+02     3.72218e+00
    1.97663e+01     6.16292e+01     9.00000e-01     3.22845e+00   |   -9.25870e+01     1.99826e+01     2.66822e+03     6.75765e+01     5.36326e+01     4.43911e+01
    1.96884e+01     6.23662e+01     9.00000e-01     6.86303e+00   |   -1.57348e+01    -2.01312e+01     2.66822e+03     6.37385e+01     7.50975e+01     4.52652e+00
    2.01626e+01     5.86922e+01     9.00000e-01     3.89790e+00   |   -6.34462e+01    -2.72010e+00     2.66822e+03     5.93021e+01     1.34987e+02     1.79428e+01
    2.06562e+01     5.79260e+01     9.00000e-01     1.12424e+01   |   -4.03109e+01    -5.37846e+00     2.66822e+03     6.07777e+01     8.89543e+01     2.74411e+00
    1.93727e+01     5.98411e+01     9.00000e-01     7.71243e+00   |    3.71443e+01     3.78342e+01     2.66822e+03     6.57673e+01     8.66648e+01     2.58740e+00
    2.01138e+01     6.05748e+01     9.00000e-01     2.04733e+00   |   -5.37544e+01    -3.28382e-01     2.66822e+03     5.66665e+01     1.70350e+02     3.28458e+00
    1.97304e+01     6.19880e+01     9.00000e-01     1.43107e+00   |   -1.03467e+03    -4.71966e+02     2.66822e+03     7.34554e+01     4.22188e+02     6.22907e+00
    2.02982e+01     5.99982e+01     9.00000e-01     8.78314e+00   |   -9.73815e+01     2.90050e+00     2.66822e+03     6.47673e+01     8.99539e+01     9.91196e+00
    1.94886e+01     6.06009e+01     9.00000e-01     1.03562e+00   |   -7.16287e+01     4.26021e+00     2.66822e+03     6.02719e+01     8.51356e+01     3.86331e+00
    1.99751e+01     5.94947e+01     9.00000e-01     4.18836e+00   |   -3.11162e+01     1.21455e+01     2.66822e+03     6.36249e+01     7.63342e+01     1.32536e+01
    2.02761e+01     6.09798e+01     9.00000e-01     3.74049e+00   |   -2.97910e+01    -1.55514e+01     2.66822e+03     5.94856e+01     9.43757e+01     3.95429e+01
    2.02197e+01     5.86104e+01     9.00000e-01     6.08233e+00   |   -4.69024e+01     8.04426e+00     2.66822e+03     6.38863e+01     7.85490e+01     2.69867e+01
    2.03614e+01     5.90638e+01     9.00000e-01     1.71288e+01   |    3.95379e+01    -8.92544e-01     2.66822e+03     6.39953e+01     9.57905e+01     5.32830e+00
    2.02800e+01     5.87240e+01     9.00000e-01     2.35851e+00   |   -3.62832e+01    -1.79795e+01     2.66822e+03     5.96330e+01     9.31941e+01     2.19758e+01
    2.05035e+01     5.84220e+01     9.00000e-01     1.14505e+01   |    2.80552e+01     7.99290e+00     2.66822e+03     6.83121e+01     6.20291e+01     2.05360e+01
    2.00737e+01     5.88895e+01     9.00000e-01     6.59127e+00   |   -8.29636e+00    -1.75929e+01     2.66822e+03     6.25626e+01     7.98653e+01     7.91482e+00
    1.98031e+01     6.11966e+01     9.00000e-01     1.14260e+01   |   -2.44086e+01    -2.37573e+01     2.66822e+03     6.13917e+01     8.00863e+01     1.78021e+01
    2.00394e+01     6.06284e+01     9.00000e-01     1.13822e+01   |   -4.85967e+01    -4.02977e+01     2.66822e+03     5.92283e+01     1.29442e+02     3.31925e+01
    1.95747e+01     6.17823e+01     9.00000e-01     3.41290e+00   |   -4.57982e+01     3.55131e+00     2.66822e+03     6.07031e+01     1.17177e+02     3.23991e+00
    1.99366e+01     6.03020e+01     9.00000e-01     6.93529e+00   |   -4.17370e+01     1.85644e+01     2.66822e+03     5.89003e+01     1.16212e+02     8.29989e+00
    2.05660e+01     5.64697e+01     9.00000e-01     1.87437e+01   |   -4.65584e+01    -2.01763e+00     2.66822e+03     6.08718e+01     8.37231e+01     1.45951e+01
    1.96268e+01     6.04456e+01     9.00000e-01     9.77763e+00   |   -5.40263e+01     1.45428e+00     2.66822e+03     6.60693e+01     5.87175e+01     2.12974e+01
    1.98700e+01     6.14484e+01     9.00000e-01     4.16017e+00   |   -1.81266e+00    -3.94586e+00     2.66822e+03     5.85637e+01     1.01702e+02     6.98089e-01
    2.01959e+01     5.93670e+01     9.00000e-01     4.60869e+00   |   -6.24018e+01     3.47691e-01     2.66822e+03     6.68443e+01     5.87170e+01     2.45771e+01
    1.96306e+01     6.19971e+01     9.00000e-01     2.49576e+01   |   -4.38127e+01     6.16684e+00     2.66822e+03     6.35585e+01     7.42658e+01     1.56544e+01
    1.97832e+01     6.07172e+01     9.00000e-01     1.03294e+01   |   -4.80261e+01     6.80938e+00     2.66822e+03     6.05668e+01     1.06542e+02     1.43483e+01
    1.98496e+01     5.96312e+01     9.00000e-01     1.20462e+01   |   -6.74309e+01     1.81427e+01     2.66822e+03     6.03640e+01     8.77537e+01     1.36329e+00
    2.01835e+01     6.00512e+01     9.00000e-01     1.42552e+00   |   -2.13810e+01     1.75858e+01     2.66822e+03     6.01062e+01     1.28973e+02     3.42368e+00
    1.97742e+01     5.98172e+01     9.00000e-01     4.02246e+01   |   -9.90832e+01    -1.44857e+01     2.66822e+03     5.94429e+01     1.19971e+02     6.38545e+00
    2.01496e+01     6.06598e+01     9.00000e-01     6.76430e+00   |   -2.96456e+01    -1.51469e+01     2.66822e+03     6.54757e+01     6.09556e+01     2.22710e+01
    1.96051e+01     6.22298e+01     9.00000e-01     5.14296e-01   |   -8.47476e+01    -2.81691e-01     2.66822e+03     5.89622e+01     1.23834e+02     2.33981e+01
    2.02514e+01     5.95327e+01     9.00000e-01     8.83271e-01   |   -3.43488e+01     2.21809e+01     2.66822e+03     5.84220e+01     1.30307e+02     3.58641e+01
    2.00542e+01     5.99474e+01     9.00000e-01     6.21879e+00   |    4.79701e+01    -1.27484e+01     2.66822e+03     7.03867e+01     6.56515e+01     5.48759e+00
    2.00084e+01     5.96697e+01     9.00000e-01     1.14881e+00   |   -8.37446e+01     5.51677e+00     2.66822e+03     6.24270e+01     7.67769e+01     6.39247e-01
    1.95939e+01     6.25177e+01     9.00000e-01     5.09042e+00   |   -5.62957e+01     3.29484e+00     2.66822e+03     6.29708e+01     6.99644e+01     4.79677e+01
    2.02562e+01     5.77213e+01     9.00000e-01     1.12623e+01   |   -5.99032e+01     2.69915e+01     2.66822e+03     6.06087e+01     1.10855e+02     3.87120e+01
    1.98418e+01     6.16103e+01     9.00000e-01     4.66196e+00   |   -9.57174e+01     7.54351e+00     2.66822e+03     6.09488e+01     9.57889e+01     9.52372e+00
    1.97023e+01     6.07263e+01     9.00000e-01     2.17473e+01   |   -1.77274e+01     1.94314e+01     2.66822e+03     5.98001e+01     1.35978e+02     1.28286e+00
    1.95626e+01     6.21322e+01     9.00000e-01     1.39727e+01   |   -3.88647e+01     1.79926e+01     2.66822e+03     6.38610e+01     6.57137e+01     6.50166e+00
    1.99087e+01     6.24821e+01     9.00000e-01     3.39457e+00   |   -6.08344e+01     5.34863e+00     2.66822e+03     6.14214e+01     9.81343e+01     2.34393e+01
    1.94246e+01     6.19319e+01     9.00000e-01     1.51771e+01   |   -4.62523e+01    -1.47133e+01     2.66822e+03     5.93076e+01     1.33534e+02     3.85054e+01
    1.99176e+01     6.07432e+01     9.00000e-01     5.45113e+01   |   -5.09654e+01    -4.44506e+00     2.66822e+03     5.80537e+01     1.64485e+02     3.07892e+01
    2.00993e+01     5.97812e+01     9.00000e-01     1.61899e+01   |   -3.66016e+01    -9.22381e+00     2.66822e+03     6.16317e+01     9.02774e+01     2.96003e+01
    2.01735e+01     6.04727e+01     9.00000e-01     1.66113e+01   |   -9.20047e+01     4.74134e+01     2.66822e+03     5.73257e+01     1.67377e+02     2.80211e+01
    1.98276e+01     6.13460e+01     9.00000e-01     9.58570e+00   |   -6.24887e+01     8.03903e+00     2.66822e+03     6.69333e+01     5.54686e+01     8.66108e-01
    2.04924e+01     5.90002e+01     9.00000e-01     3.07083e+00   |   -3.80513e+01    -2.82969e+00     2.66822e+03     6.43338e+01     6.37153e+01     5.08227e+00
    2.01648e+01     6.05788e+01     9.00000e-01     1.16859e+01   |   -5.12958e+01    -1.12407e+01     2.66822e+03     5.87410e+01     9.24447e+01     4.14346e+01
    1.98561e+01     5.95662e+01     9.00000e-01     8.06013e+00   |    5.82465e+01     1.24262e+01     2.66822e+03     6.57962e+01     8.61703e+01     8.72952e+00
    2.04077e+01     5.73218e+01     9.00000e-01     3.47953e+00   |   -2.95705e+01     2.62278e+01     2.66822e+03     6.51353e+01     6.31736e+01     1.25376e+00
    1.98921e+01     5.85314e+01     9.00000e-01     9.82417e+00   |   -4.31734e+01    -1.87866e+01     2.66822e+03     5.97709e+01     9.45575e+01     9.97389e-01
    2.02344e+01     5.98727e+01     9.00000e-01     3.30589e+00   |   -1.44438e+01    -6.34826e+00     2.66822e+03     5.80519e+01     1.26280e+02     7.94100e+00
    1.99322e+01     5.95313e+01     9.00000e-01     6.39041e+00   |   -5.83646e+01    -3.68410e+00     2.66822e+03     6.70280e+01     6.06231e+01     3.05396e+00
    1.96126e+01     6.31586e+01     9.00000e-01     4.50485e+00   |    1.37634e+01     3.68542e+00     2.66822e+03     6.77803e+01     6.60949e+01     4.22269e+01
    2.05672e+01     5.88201e+01     9.00000e-01     1.20568e+01   |   -6.17779e+01     1.92529e+01     2.66822e+03     6.27148e+01     7.51354e+01     1.10289e+01
    2.01125e+01     5.94502e+01     9.00000e-01     2.08490e+01   |   -4.75724e+01    -5.40802e+00     2.66822e+03     5.66293e+01     2.66008e+02     7.73295e+00
